Breed,Disease,Disorder,Recommended Recipes
tibetan spaniel,Retinal dysplasia,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
tibetan spaniel,Progressive retinal atrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
tibetan terrier,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
tibetan terrier,Lens luxation,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
tibetan terrier,Retinal dysplasia,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
tibetan terrier,Progressive retinal atrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
tibetan terrier,Hip dysplasia,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
vizsla,Hemophilia,Inherited blood disorders,"l/d wet dog food original, u/d dry dog food original, l/d dry dog food original"
vizsla,Entropion,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
vizsla,Corneal dystrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
vizsla,Progressive retinal atrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
vizsla,Hip dysplasia,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
vizsla,sebaceous adenitis,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
weimaraner,Hemophilia,Inherited blood disorders,"l/d wet dog food original, u/d dry dog food original, l/d dry dog food original"
weimaraner,Tricuspid valve dysplasia,Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
weimaraner,Urolithiasis (stones),Inherited disorders of the urinary and reproductive systems,"k/d kidney care wet dog food original can, medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food"
weimaraner,Pituitary dwarfism,Inherited endocrine disorders,"light adult wet dog food with chicken, light adult large breed dry dog food with chicken, adult wet dog food with turkey"
weimaraner,Entropion,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
weimaraner,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
weimaraner,Gastric dilatation-volvulus,Inherited gastrointestinal disorders,"k/d kidney care wet dog food original can, adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag"
weimaraner,Weimaraner immunodeficiency,Inherited immune disorders,"k/d kidney care wet dog food original can, k/d dog food, small & mini breed adult dog mousse with chicken"
weimaraner,Elbow dysplasia - OCD of the elbow,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
weimaraner,Hip dysplasia,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
weimaraner,"Hypo-/dysmyelinogenesis (""shaking pup"")",Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
weimaraner,Myelodysplasia (spinal dysraphism),Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
weimaraner,sebaceous adenitis,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
welsh springer spaniel,Hypothyroidism,Inherited endocrine disorders,"light adult wet dog food with chicken, light adult large breed dry dog food with chicken, adult wet dog food with turkey"
welsh springer spaniel,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
welsh springer spaniel,Glaucoma,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
welsh springer spaniel,Progressive retinal atrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
welsh springer spaniel,Hip dysplasia,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
welsh terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
welsh terrier,Lens luxation,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
welsh terrier,Glaucoma,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
welsh terrier,Idiopathic epilepsy,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
west highland white terrier,Pyruvate kinase (PK) deficiency,Inherited blood disorders,"l/d wet dog food original, u/d dry dog food original, l/d dry dog food original"
west highland white terrier,Pulmonic stenosis,Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
west highland white terrier,Hypoadrenocorticism (Addison's disease),Inherited endocrine disorders,"light adult wet dog food with chicken, light adult large breed dry dog food with chicken, adult wet dog food with turkey"
west highland white terrier,Mellitus,Inherited endocrine disorders,"light adult wet dog food with chicken, light adult large breed dry dog food with chicken, adult wet dog food with turkey"
west highland white terrier,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
west highland white terrier,"Keratoconjunctivitis sicca (KCS) - ""dry eye""",Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
west highland white terrier,Persistent pupillary membranes (PPM),Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
west highland white terrier,Retinal dysplasia,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
west highland white terrier,Glaucoma,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
west highland white terrier,Chronic hepatitis,Inherited gastrointestinal disorders,"k/d kidney care wet dog food original can, adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag"
west highland white terrier,Atopy,Inherited immune disorders,"k/d kidney care wet dog food original can, k/d dog food, small & mini breed adult dog mousse with chicken"
west highland white terrier,Selective IgA deficiency,Inherited immune disorders,"k/d kidney care wet dog food original can, k/d dog food, small & mini breed adult dog mousse with chicken"
west highland white terrier,"Craniomandibular osteopathy (""lion jaw"")",Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
west highland white terrier,Globoid cell leukodystrophy (galactocerebrosidosis),Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
west highland white terrier,Deafness,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
west highland white terrier,Shaker dog syndrome,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
west highland white terrier,Atopy,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
west highland white terrier,epidermal dysplasia,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
west highland white terrier,ichthyosis,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
west highland white terrier,Malassezia dermatitis/otitis,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
west highland white terrier,seborrhea,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
whippet,Phosphofructokinase (PFK) deficiency,Inherited blood disorders,"l/d wet dog food original, u/d dry dog food original, l/d dry dog food original"
